	gene	cluster_1	cluster_2	cluster_3	cluster_4	cluster_5	cluster_6	cluster_7
465	AC006486.1	0	0.0063749059	0	0	0	0	0
466	AC006486.9	0	0	0	0	0	0	0
467	AC006538.4	0	0	0	0	0	0	0
468	AC006547.13	0	0	0	0	0	0	0
469	AC006547.14	0	0	0	0	0	0	0
470	AC006547.15	0.0013096253	0.0023157137	0	0	0	0	0.0018771536
471	AC006547.8	0	0	0	0	0	0	0
472	AC006552.1	0	0	0	0	0	0	0
473	AC006942.4	0	0.003308605	0	0	0	0	0
474	AC006946.15	0	0	0	0	0	0	0.0024335737
475	AC006946.16	0.0015737286	0	0.0013627643	0	0	0	0
476	AC006946.17	0	0	0	0	0	0	0
477	AC006960.7	0	0	0	0	0	0	0
478	AC006967.1	0	0	0	0	0	0	0
479	AC006994.2	0.0014594411	0	0	0	0.0037057163	0.0098885774	0.0040059364
480	AC007009.1	0	0	0	0	0	0	0
481	AC007036.6	0	0	0	0.003027236	0	0	0.0109805253
482	AC007038.7	0	0	0	0	0	0	0
483	AC007040.11	0	0	0	0	0	0	0
484	AC007040.6	0	0	0.0032879393	0.0026493487	0	0	0
485	AC007040.7	0	0	0	0	0	0	0
486	AC007040.8	0	0	0	0	0	0	0
487	AC007050.17	0	0	0	0	0	0	0
488	AC007064.24	0	0	0	0	0	0	0
489	AC007078.4	0	0	0	0	0	0	0
490	AC007091.1	0	0	0	0	0	0	0
491	AC007098.1	0	0	0	0	0	0	0
492	AC007099.1	0	0	0	0	0	0	0
493	AC007099.2	0	0	0	0	0	0	0
494	AC007106.1	0	0	0	0	0	0	0
495	AC007126.1	0	0	0	0	0	0	0
496	AC007128.1	0	0	0	0	0	0	0
497	AC007131.1	0	0	0	0	0	0	0
498	AC007131.2	0	0	0	0	0	0	0
499	AC007161.5	0.0009916552	0	0	0	0	0	0
500	AC007163.3	0	0	0	0	0	0	0
501	AC007163.6	0	0	0	0	0	0	0
502	AC007179.1	0	0	0	0	0	0	0
503	AC007182.6	0	0	0	0	0	0	0.0023432529
504	AC007192.6	0	0	0	0	0	0	0
505	AC007193.10	0	0	0	0	0	0	0
506	AC007193.6	0	0	0	0	0	0	0
507	AC007193.8	0	0	0	0	0	0	0
508	AC007193.9	0	0	0	0	0	0	0
509	AC007204.1	0	0	0	0	0	0	0
510	AC007204.2	0	0	0	0	0	0	0
511	AC007216.2	0	0	0	0	0	0	0
512	AC007228.11	0	0.0048257215	0	0	0	0	0
513	AC007228.5	0.0050250721	0	0	0	0	0	0
514	AC007228.9	0.0065217917	0.0064839796	0.0031835068	0.0025968113	0.0153300676	0.0018641674	0.0056575235
515	AC007246.3	0.0082137516	0.0088013604	0.0027991916	0.0056042387	0.0044377797	0.0101893523	0.0078839918
516	AC007249.3	0	0	0	0	0	0	0
517	AC007250.4	0	0	0	0	0	0	0
518	AC007251.2	0	0	0	0	0	0	0
519	AC007255.8	0	0	0	0	0	0	0
520	AC007271.3	0	0	0	0	0	0	0
521	AC007277.3	0	0	0	0	0	0	0
522	AC007283.5	0	0	0	0	0	0	0
523	AC007285.6	0.001084993	0	0	0.0032781971	0	0	0
524	AC007285.7	0	0	0	0	0	0	0
525	AC007292.3	0.0013796417	0	0	0.0013316511	0	0	0
526	AC007292.4	0	0	0	0	0.0047701566	0	0
527	AC007292.6	0.0010808616	0	0	0	0	0	0
528	AC007292.7	0	0	0	0	0	0	0
529	AC007308.6	0	0	0	0	0	0	0
530	AC007308.7	0	0	0	0	0	0	0
531	AC007317.1	0	0	0	0	0	0	0
532	AC007319.1	0	0	0	0	0	0	0
533	AC007327.5	0	0	0	0	0	0	0
534	AC007349.4	0	0	0	0	0	0	0
535	AC007349.5	0.0014264386	0	0	0.0021185138	0	0	0
536	AC007349.7	0	0	0	0	0	0	0
537	AC007359.6	0	0	0	0	0	0	0
538	AC007362.3	0	0	0	0	0	0	0
539	AC007364.1	0	0	0	0	0	0	0
540	AC007365.1	0	0	0	0	0	0	0
541	AC007365.3	0	0	0	0	0	0	0
542	AC007375.1	0	0	0	0	0	0	0
543	AC007377.1	0	0	0	0	0	0	0
544	AC007381.2	0	0	0	0	0	0	0
545	AC007381.3	0	0.0028088385	0	0	0	0.0016593354	0
546	AC007382.1	0	0	0	0	0	0	0
547	AC007383.3	0.002791973	0.0138765204	0.0015145516	0	0.0045925042	0.0017543267	0.0033180184
548	AC007383.4	0	0	0	0	0	0	0
549	AC007386.2	0	0.0181587357	0	0.0018484808	0	0	0.003074515
550	AC007386.4	0	0	0	0	0	0	0
551	AC007389.3	0	0	0	0	0	0	0
552	AC007391.2	0	0	0	0	0	0	0
553	AC007392.3	0	0	0	0	0	0	0
554	AC007392.4	0	0	0	0	0	0	0
555	AC007395.3	0	0	0	0	0	0	0
556	AC007401.2	0	0	0	0.0023307898	0	0	0
557	AC007403.1	0	0	0	0	0	0	0
558	AC007403.2	0	0	0	0	0	0	0
559	AC007403.3	0	0	0	0	0	0	0
560	AC007405.4	0	0	0	0	0	0	0
561	AC007405.6	0	0	0	0	0	0	0
562	AC007405.8	0	0	0	0	0	0	0
563	AC007421.1	0	0	0	0	0	0	0
564	AC007422.1	0	0	0	0	0	0	0
565	AC007461.1	0	0	0	0	0	0	0
566	AC007461.2	0	0	0	0	0	0	0
567	AC007463.2	0	0	0	0	0	0	0
568	AC007551.3	0	0	0	0	0	0	0
569	AC007556.3	0	0	0	0	0	0	0
570	AC007557.1	0	0	0	0	0	0	0
571	AC007557.2	0	0	0	0	0	0	0
572	AC007557.3	0	0	0	0	0	0	0
573	AC007557.4	0	0	0	0	0	0	0
574	AC007563.1	0	0	0	0	0	0	0
575	AC007563.3	0	0	0	0	0	0	0
576	AC007563.5	0	0	0	0	0	0	0
577	AC007566.10	0	0	0	0	0	0	0
578	AC007620.3	0	0.0020197487	0	0	0	0	0
579	AC007631.1	0	0	0	0	0	0	0
580	AC007652.1	0	0	0	0	0	0	0
581	AC007679.3	0	0	0	0	0	0	0
582	AC007680.2	0	0	0	0	0	0	0
583	AC007682.1	0	0	0	0	0	0	0
584	AC007740.1	0	0	0	0	0	0	0
585	AC007743.1	0	0	0	0	0	0	0
586	AC007750.5	0	0	0	0	0	0	0
587	AC007773.2	0	0	0	0	0	0	0.0046023027
588	AC007773.3	0	0	0	0	0	0	0
589	AC007787.2	0	0	0	0	0	0	0
590	AC007795.1	0	0	0	0	0	0	0
591	AC007796.1	0	0	0	0	0	0	0
592	AC007879.1	0	0	0	0	0	0	0
593	AC007879.2	0	0	0	0	0	0	0.0024113194
594	AC007879.3	0	0	0	0	0	0	0
595	AC007879.4	0	0	0	0	0	0	0
596	AC007879.5	0	0.0027835478	0	0	0	0	0
597	AC007879.6	0	0	0	0	0	0	0
598	AC007879.7	0	0	0	0.0220140022	0	0	0.0057606809
599	AC007880.1	0	0.0165252377	0	0	0.0043840698	0	0
600	AC007919.2	0	0	0	0	0	0	0
601	AC007948.1	0	0	0	0	0	0	0
602	AC007950.1	0	0	0	0	0	0	0
603	AC007952.1	0	0	0	0	0	0	0
604	AC007952.4	0	0	0	0	0	0	0
605	AC007952.5	0	0	0	0	0	0	0.0026137859
606	AC007952.6	0	0	0	0	0	0	0
607	AC007956.1	0	0	0	0	0	0	0
608	AC007965.1	0	0	0	0	0	0	0
609	AC007966.1	0	0	0	0	0	0	0
610	AC007970.1	0	0	0	0	0	0	0
611	AC008060.5	0	0	0	0	0	0	0
612	AC008060.7	0	0	0	0	0	0	0
613	AC008060.8	0	0	0	0	0	0	0
614	AC008063.2	0	0	0	0	0	0	0
615	AC008063.3	0	0	0	0	0	0	0
616	AC008067.2	0	0	0	0	0	0	0
617	AC008069.1	0	0	0	0	0	0	0
618	AC008073.7	0	0	0	0	0	0	0
619	AC008073.9	0	0	0	0	0	0	0
620	AC008074.3	0	0	0	0	0	0	0
621	AC008074.4	0	0	0	0	0	0	0
622	AC008079.9	0	0	0	0	0	0	0
623	AC008088.4	0	0	0	0	0	0	0
624	AC008132.1	0	0	0	0	0	0	0
625	AC008132.13	0	0	0	0	0	0	0
626	AC008154.4	0	0	0	0	0	0	0
627	AC008154.5	0	0	0	0	0	0	0
628	AC008163.4	0	0	0	0	0	0	0
629	AC008174.3	0.001094405	0.0046012693	0.0020475141	0	0	0	0
630	AC008175.1	0	0	0	0	0	0	0
631	AC008267.1	0	0	0	0	0	0.0039092993	0
632	AC008268.1	0	0	0	0	0	0	0
633	AC008269.2	0	0	0	0	0	0	0
634	AC008271.1	0	0	0	0	0	0	0
635	AC008277.1	0	0	0	0	0	0	0
636	AC008278.2	0	0	0	0	0	0	0
637	AC008278.3	0	0	0	0	0	0	0
638	AC008281.1	0	0	0	0	0	0	0
639	AC008372.1	0	0	0	0	0	0	0
640	AC008387.1	0	0	0	0	0	0	0
641	AC008394.1	0	0	0	0	0	0	0
642	AC008440.10	0	0	0	0	0	0	0.0019609111
643	AC008440.5	0	0.0042751638	0.0038311993	0	0.0049493939	0	0
644	AC008443.1	0.0028970151	0.0040181678	0	0.0015880176	0.0036043161	0	0
645	AC008498.1	0	0	0	0	0	0	0
646	AC008592.4	0	0	0	0	0	0	0.0027333188
647	AC008592.7	0	0	0	0	0	0	0
648	AC008592.8	0	0	0	0.0020948561	0	0	0
649	AC008686.1	0	0	0	0	0	0	0
650	AC008691.1	0	0	0	0	0	0	0
651	AC008694.3	0	0	0	0	0	0	0
652	AC008697.1	0	0	0	0.0017411139	0	0	0
653	AC008703.1	0	0.002992356	0	0	0	0	0
654	AC008746.12	0	0	0	0	0	0	0
655	AC008746.3	0	0	0	0	0	0	0
656	AC008753.4	0	0	0	0	0	0	0
657	AC008753.6	0	0	0.0026331378	0.0021490467	0	0	0
658	AC008781.7	0	0.0023442486	0	0	0	0	0
659	AC008834.1	0	0	0	0	0	0	0
660	AC008914.1	0	0	0	0	0	0	0
661	AC008937.2	0	0	0	0	0	0	0
662	AC008937.3	0	0	0	0	0	0	0
663	AC008940.1	0	0	0	0	0	0	0
664	AC008948.1	0	0	0	0	0	0	0
665	AC008964.1	0.0087372351	0.0156046283	0.0171377754	0.0206991762	0.0131518829	0.0163413811	0.0111984274
666	AC008991.1	0	0	0	0	0	0	0
667	AC008992.1	0	0	0	0	0	0	0
668	AC009005.2	0.0011539077	0	0	0.0044332027	0	0.0040953351	0.0032087637
669	AC009014.3	0	0	0	0	0	0	0
670	AC009041.2	0	0	0	0	0	0	0
671	AC009060.1	0	0	0	0	0	0	0
672	AC009065.1	0.0058364314	0.0101063544	0.0037845343	0.0053919704	0.0137383795	0.0048699566	0.0138929433
673	AC009095.4	0.001682141	0	0	0	0	0	0
674	AC009110.1	0	0	0	0	0	0	0
675	AC009120.10	0.0064858898	0.0068986953	0	0	0	0	0.0020801127
676	AC009120.4	0	0	0	0	0	0	0
677	AC009120.5	0	0	0	0	0	0	0.0016389919
678	AC009120.6	0.00265747	0	0	0.0019820451	0.0048297835	0	0.003388241
679	AC009133.12	0.002252345	0.000860986	0	0.0090350879	0.0128408165	0.0106191181	0
680	AC009133.14	0.009231376	0.0151501601	0	0.0040530858	0.0155503503	0.0043029068	0
681	AC009133.15	0	0	0	0	0	0	0
682	AC009133.17	0.0009257604	0	0	0	0	0	0
683	AC009133.20	0	0	0	0	0.004588868	0	0.0022114666
684	AC009133.21	0	0	0	0	0	0	0
685	AC009134.1	0	0	0	0	0	0	0
686	AC009158.1	0	0	0	0	0	0	0
687	AC009166.5	0	0	0	0	0	0	0
688	AC009227.2	0	0	0	0	0	0	0
689	AC009227.3	0	0	0	0	0	0	0
690	AC009228.1	0.0018876894	0	0	0	0	0.0062262081	0
691	AC009229.5	0	0	0	0	0	0	0
692	AC009229.6	0	0	0	0	0	0	0
693	AC009236.2	0	0	0	0	0	0	0
694	AC009262.2	0	0	0	0	0	0	0
695	AC009276.4	0	0	0	0	0	0	0
696	AC009299.2	0.0012059959	0	0	0	0	0	0
697	AC009299.3	0.0039532868	0	0.0062446774	0	0	0.0115542139	0.0028570063
698	AC009303.1	0	0	0	0.0017225475	0	0	0
699	AC009305.1	0	0	0	0	0	0	0
700	AC009312.1	0	0	0	0	0	0	0
701	AC009313.1	0	0	0	0	0	0	0
702	AC009336.24	0	0	0	0	0	0	0
703	AC009365.3	0	0	0	0	0	0	0
704	AC009365.4	0	0	0	0	0	0	0
705	AC009403.2	0.0078054212	0.0129960735	0.0124748933	0.0213205253	0.034105375	0.0215808661	0.0055121864
706	AC009404.2	0	0.0071043149	0.0023529743	0	0.0068265492	0.0027723936	0
707	AC009410.1	0	0	0	0	0	0	0
708	AC009411.1	0	0	0	0	0	0	0
709	AC009411.2	0	0	0	0	0	0	0
710	AC009473.1	0.0011099171	0.0039793761	0	0	0.0056543807	0	0.0019075076
711	AC009478.1	0	0	0	0	0	0	0
712	AC009480.3	0	0	0	0	0	0	0
713	AC009487.4	0	0	0	0	0	0	0
714	AC009492.1	0	0	0	0	0	0	0
715	AC009495.2	0	0	0	0	0.0045925042	0	0.0022708424
716	AC009495.3	0	0	0	0	0	0	0
717	AC009495.4	0	0	0	0	0	0	0
718	AC009498.1	0	0	0	0	0	0	0
719	AC009499.1	0	0	0	0	0	0	0
720	AC009499.2	0	0	0	0	0	0	0
721	AC009501.4	0.001249802	0.0050810113	0	0	0.006548859	0	0
722	AC009502.4	0	0	0	0	0	0	0
723	AC009505.2	0	0.0077773027	0	0	0.010132413	0	0
724	AC009505.4	0	0	0	0	0	0	0
725	AC009506.1	0	0	0.0040802398	0.0127899099	0	0	0.021043422
726	AC009508.1	0	0	0	0	0	0	0
727	AC009518.4	0	0	0	0	0	0	0
728	AC009518.8	0	0	0	0	0	0	0
729	AC009531.2	0	0	0	0	0	0	0
730	AC009542.2	0	0	0	0	0	0	0
731	AC009784.3	0	0	0.0024369432	0	0	0	0
732	AC009802.1	0	0	0	0	0	0	0
733	AC009878.2	0	0	0	0	0	0	0
734	AC009892.10	0	0	0	0	0	0	0
735	AC009948.5	0.0074888416	0	0.0062846092	0	0.0074170518	0.0030246721	0.0165304384
736	AC009950.2	0.0036947242	0	0	0	0	0	0.0019967229
737	AC009955.8	0	0	0	0	0	0	0
738	AC009961.3	0.0044343007	0	0.0034313668	0.0040782815	0.0039028554	0	0
739	AC009965.2	0	0	0	0	0	0	0
740	AC009970.1	0	0	0	0	0	0	0
741	AC009977.1	0	0	0	0	0	0	0
742	AC010082.2	0	0	0	0	0	0	0
743	AC010084.1	0	0	0	0	0	0	0
744	AC010090.1	0	0	0	0	0	0	0
745	AC010091.1	0	0	0	0	0	0	0
746	AC010095.5	0	0	0	0	0	0	0
747	AC010096.1	0	0	0	0	0	0	0
748	AC010096.2	0	0	0	0	0	0	0
749	AC010105.1	0	0	0	0	0	0	0
750	AC010127.3	0	0	0	0	0	0	0
751	AC010132.10	0	0	0	0	0	0	0
752	AC010136.2	0	0	0	0	0	0	0
753	AC010145.4	0	0	0	0	0	0	0
754	AC010149.4	0	0	0	0	0	0	0
755	AC010226.4	0.0024740017	0.0215350775	0.0035982659	0.0054075027	0.0038689855	0	0.0060493464
756	AC010327.2	0.000958586	0	0.0033355906	0	0	0	0
757	AC010336.1	0	0	0	0	0	0	0
758	AC010368.2	0	0	0	0	0	0	0
759	AC010441.1	0	0	0	0	0	0	0.0018469892
760	AC010468.2	0	0	0	0	0	0	0
761	AC010504.2	0	0	0	0	0	0	0
762	AC010524.2	0	0	0	0	0	0	0
763	AC010524.4	0	0.0028184413	0	0	0	0	0
764	AC010525.4	0	0	0	0	0	0	0
765	AC010525.6	0	0	0	0	0	0	0
766	AC010525.7	0	0	0	0	0	0	0
767	AC010536.1	0	0	0	0	0	0	0
768	AC010547.9	0	0	0	0.0026493487	0	0	0
769	AC010641.1	0	0	0	0	0	0	0
770	AC010642.1	0.0702115606	0.0802875662	0.0837759662	0.0954516723	0.1801703141	0.0934827849	0.1300040949
771	AC010646.3	0	0	0	0	0	0	0
772	AC010649.1	0	0	0	0	0	0	0
773	AC010723.1	0	0	0	0	0	0	0
774	AC010729.2	0	0	0	0	0	0	0
775	AC010729.3	0	0	0	0	0	0	0
776	AC010731.2	0	0	0	0	0	0	0
777	AC010731.3	0	0	0	0	0	0	0
778	AC010731.4	0	0	0	0	0	0	0
779	AC010733.4	0	0	0	0	0	0	0
780	AC010744.1	0	0	0	0	0	0	0
781	AC010745.1	0	0	0	0	0	0	0
782	AC010745.2	0	0	0	0	0	0	0
783	AC010745.3	0	0	0	0	0	0	0
784	AC010745.4	0	0	0	0	0	0	0
785	AC010746.3	0.001965288	0	0	0	0	0	0
786	AC010760.1	0	0	0	0	0	0	0
787	AC010761.10	0	0	0	0	0	0	0
788	AC010761.13	0	0	0	0	0	0	0
789	AC010761.14	0	0	0	0	0	0	0
790	AC010761.6	0	0	0	0	0	0	0
791	AC010761.8	0.0055737006	0.0037387487	0	0.0051059855	0.0060670509	0.0036397706	0.0019967229
792	AC010761.9	0	0	0	0	0	0	0
793	AC010877.1	0	0	0	0	0	0	0
794	AC010880.1	0	0	0	0	0	0	0
795	AC010883.5	0.0084241287	0.017954405	0.0040325797	0.0085440888	0.0055567979	0.0048029388	0
796	AC010884.1	0	0	0	0	0	0	0
797	AC010890.1	0	0	0	0	0	0	0
798	AC010891.2	0	0	0	0	0	0	0
799	AC010894.3	0	0	0	0.0053400502	0	0	0
800	AC010894.5	0.0013493109	0	0.0038030632	0	0	0	0.0016871068
801	AC010907.2	0	0	0	0	0	0	0
802	AC010907.5	0	0	0	0	0	0	0
803	AC010967.2	0	0	0	0	0	0	0
804	AC010967.3	0	0	0	0	0	0	0
805	AC010969.1	0	0	0	0	0	0	0
806	AC010971.1	0	0	0	0	0	0	0
807	AC010974.3	0	0	0	0	0	0	0
808	AC010975.1	0	0	0	0	0	0	0
809	AC010976.2	0	0	0	0	0.0029109695	0	0
810	AC010982.1	0	0	0	0	0	0.0052264925	0
811	AC010982.2	0	0	0	0	0	0	0
812	AC010983.1	0	0	0	0	0	0	0
813	AC010987.5	0	0	0	0	0	0	0
814	AC010987.6	0	0	0	0	0	0	0
815	AC011043.1	0	0.0040279841	0	0	0	0	0
816	AC011193.1	0	0	0	0	0	0	0
817	AC011196.3	0	0	0	0	0	0	0
818	AC011239.1	0	0	0	0	0	0	0
819	AC011243.1	0	0	0	0	0	0	0
820	AC011247.3	0	0	0	0	0	0	0
821	AC011284.3	0	0	0	0	0	0	0
822	AC011286.1	0	0	0	0	0	0	0
823	AC011288.2	0	0	0	0	0	0	0
824	AC011290.4	0	0	0	0	0	0	0
825	AC011294.3	0	0	0	0	0	0	0
826	AC011298.1	0	0	0	0	0	0	0
827	AC011298.2	0	0	0	0	0	0	0
828	AC011306.1	0	0	0	0	0	0	0
829	AC011306.2	0	0	0	0	0	0	0
830	AC011308.1	0	0	0	0	0	0	0
831	AC011343.1	0	0	0	0	0	0	0
832	AC011366.3	0	0	0	0	0	0	0
833	AC011475.1	0	0	0	0	0	0	0
834	AC011484.1	0	0	0.0032914223	0	0	0	0
835	AC011500.1	0	0	0	0	0	0	0
836	AC011513.4	0	0	0	0	0	0	0
837	AC011516.1	0	0	0	0	0	0	0
838	AC011516.2	0	0	0	0	0	0	0
839	AC011518.1	0	0	0	0	0	0	0
840	AC011518.2	0	0	0	0	0	0	0
841	AC011523.2	0	0	0	0	0	0	0
842	AC011524.1	0	0	0	0	0	0	0
843	AC011524.2	0	0	0	0	0	0	0
844	AC011524.3	0	0	0	0	0	0	0
845	AC011525.2	0	0	0	0	0	0	0
846	AC011525.4	0	0	0	0	0	0	0
847	AC011526.1	0	0	0	0.0014002698	0	0	0
848	AC011530.4	0	0	0	0	0	0	0
849	AC011551.3	0.0008327431	0	0	0	0	0	0
850	AC011558.5	0.0023692152	0.0055891124	0.0058958304	0.0017215277	0.0059200615	0.0042940834	0.0032553688
851	AC011625.1	0	0	0	0	0	0	0
852	AC011648.1	0	0	0	0	0	0	0
853	AC011718.2	0	0	0	0	0	0	0
854	AC011718.3	0	0	0	0	0	0	0
855	AC011738.4	0	0	0	0	0	0	0
856	AC011747.3	0	0	0	0	0	0	0
857	AC011747.4	0.0013821609	0	0.0037845343	0	0.0056820983	0	0.0029804806
858	AC011747.6	0	0	0	0	0	0	0
859	AC011747.7	0	0	0	0.0017215277	0.0060498332	0	0
860	AC011752.1	0	0	0	0	0	0	0
861	AC011755.1	0	0	0	0	0	0	0
862	AC011841.1	0	0.00430493	0	0	0	0.0045589579	0
863	AC011891.5	0	0	0	0	0	0	0
864	AC011893.3	0	0.0044468582	0.0036705288	0	0	0	0
865	AC011897.1	0	0	0	0	0	0	0
866	AC011897.2	0	0	0	0	0	0	0
867	AC011899.10	0	0	0	0	0	0	0
868	AC011899.9	0	0.0015471894	0.0046132049	0.0411993753	0	0	0.0123811001
869	AC011901.2	0	0	0	0	0	0	0
870	AC011995.1	0	0	0	0	0	0	0
871	AC011995.3	0	0	0	0	0	0	0
872	AC011997.1	0	0	0	0	0	0	0
873	AC012065.4	0	0	0	0	0	0	0
874	AC012065.7	0	0.0031850383	0	0	0	0	0
875	AC012067.1	0	0	0	0	0	0	0
876	AC012074.2	0.0042414896	0	0	0	0	0	0
877	AC012075.2	0	0	0	0	0	0	0
878	AC012123.1	0	0.00175403	0	0	0	0	0
879	AC012215.1	0	0	0	0	0	0	0
880	AC012307.2	0	0	0	0	0	0	0
881	AC012309.5	0.0012983935	0.004670788	0	0	0	0	0
882	AC012313.1	0	0	0	0	0	0	0
883	AC012314.20	0	0	0	0.0015928021	0	0	0
884	AC012314.8	0	0	0	0	0	0	0
885	AC012317.1	0	0	0	0	0	0	0
886	AC012322.1	0	0	0	0	0	0	0
887	AC012354.6	0	0	0	0	0	0	0
888	AC012358.7	0	0	0	0	0	0	0
889	AC012358.8	0.0033219469	0.009781993	0	0.0062499452	0.0058131798	0.0025240032	0
890	AC012360.1	0	0	0	0	0	0	0
891	AC012360.2	0	0	0	0	0	0	0
892	AC012360.4	0.0007002437	0	0.0052345089	0	0.0068477488	0	0.0029904222
893	AC012360.6	0	0	0	0	0	0	0
894	AC012361.1	0	0	0	0	0	0	0
895	AC012363.13	0	0	0	0	0	0	0
896	AC012363.4	0	0	0	0	0	0	0
897	AC012368.1	0	0	0	0	0	0	0
898	AC012370.3	0	0	0	0	0	0	0
899	AC012414.1	0	0	0	0	0	0	0
900	AC012442.6	0	0	0	0	0	0	0
901	AC012445.1	0	0	0	0	0	0	0
902	AC012451.1	0	0	0	0	0	0	0
903	AC012456.3	0	0	0	0	0	0	0
904	AC012456.4	0	0	0	0	0	0	0
905	AC012457.2	0	0	0	0	0	0	0
906	AC012462.1	0	0	0	0	0	0	0
907	AC012462.2	0	0	0	0	0	0	0
908	AC012462.3	0	0	0	0	0	0	0
909	AC012485.1	0	0	0	0	0	0	0
910	AC012485.2	0	0	0	0	0	0	0
911	AC012487.2	0.0012595065	0	0	0	0	0	0.0030473439
912	AC012493.2	0	0	0	0	0	0	0
913	AC012494.1	0	0	0	0	0	0	0
914	AC012499.1	0	0	0	0.0285064728	0	0	0
915	AC012506.1	0	0	0	0	0	0	0
916	AC012506.2	0	0	0	0	0	0	0
917	AC012506.3	0	0	0	0	0	0	0
918	AC012506.4	0	0	0	0	0	0	0
919	AC012507.3	0	0	0	0	0	0	0
920	AC012507.4	0	0	0	0	0	0	0
921	AC012513.6	0	0	0	0	0	0	0
922	AC012531.23	0	0	0	0	0	0	0
923	AC012531.25	0	0	0	0	0	0	0
924	AC012593.1	0	0	0	0	0	0	0
925	AC012594.1	0	0	0	0	0	0	0
926	AC012613.2	0	0	0	0	0	0	0
927	AC012668.1	0	0	0	0	0	0	0
928	AC012668.2	0	0	0	0	0	0	0
929	AC012668.3	0	0	0	0	0	0	0
930	AC013248.2	0	0	0	0	0	0	0
931	AC013264.2	0.1044001837	0.0104010271	0.1099646773	0	0.02335818	0.0683825093	0.0016136223
932	AC013269.3	0	0	0	0	0	0	0
933	AC013269.4	0	0	0	0	0	0	0
934	AC013269.5	0	0	0	0	0	0	0
935	AC013275.2	0	0	0	0	0	0	0
936	AC013401.1	0	0	0	0	0	0	0
937	AC013401.2	0	0	0	0	0	0	0
938	AC013402.3	0	0	0	0	0	0	0
939	AC013402.4	0	0	0	0	0	0	0
940	AC013402.5	0	0	0	0	0	0	0
941	AC013436.6	0	0	0	0	0	0	0
942	AC013448.1	0	0	0	0	0	0	0
943	AC013448.2	0	0	0	0	0	0	0
944	AC013449.1	0.001172375	0	0.0054628029	0	0	0	0
945	AC013463.2	0	0	0	0	0	0	0
946	AC013468.1	0	0	0	0	0	0	0
947	AC013469.1	0	0	0	0	0	0	0
948	AC013472.4	0	0	0	0	0	0	0
949	AC013480.2	0	0	0	0	0	0	0
950	AC013727.1	0	0	0	0	0	0	0
951	AC013727.2	0	0	0	0	0	0	0
952	AC013733.3	0	0	0	0	0	0	0
953	AC013733.4	0	0	0	0	0	0	0
954	AC015660.1	0	0	0	0	0	0	0
955	AC015688.3	0	0	0	0	0	0	0
956	AC015691.13	0	0	0	0	0	0	0
957	AC015849.12	0	0	0	0	0	0	0
958	AC015849.16	0	0	0	0	0	0	0.0017724962
959	AC015849.19	0	0	0.0031102128	0.0035867982	0.0070259114	0.0042940834	0
960	AC015849.2	0	0	0	0	0	0.0080335601	0
961	AC015922.6	0	0	0.0027891406	0.0035372234	0	0	0.0069433651
962	AC015923.1	0	0	0	0	0	0	0
963	AC015933.2	0	0	0	0	0	0	0
964	AC015936.3	0	0	0	0	0	0	0
965	AC015969.3	0	0	0	0	0	0	0
966	AC015971.2	0	0.0018893677	0	0.0018104983	0	0	0
967	AC015977.6	0	0	0	0	0	0	0
968	AC015987.1	0	0	0	0	0	0.0031537369	0
969	AC015987.2	0.0074305039	0.0125437383	0.0134543386	0.0131844092	0.0140651158	0.0043325821	0.0039364212
970	AC015989.1	0	0	0	0	0	0	0
971	AC015989.2	0	0	0	0	0	0	0
972	AC016251.1	0	0	0	0	0	0	0
973	AC016292.1	0	0	0	0	0	0	0
974	AC016559.1	0	0	0	0	0	0	0
975	AC016582.2	0	0	0	0	0	0	0
976	AC016586.1	0.009823229	0	0.0028375366	0.0154358607	0.0187932631	0.0126872959	0.0047444445
977	AC016626.2	0	0	0	0	0	0	0
978	AC016629.3	0	0	0	0	0	0	0
979	AC016629.8	0.0206012424	0.0240890889	0.0359866156	0.0126747655	0.0200098733	0.0389546502	0.0094095159
980	AC016644.1	0	0	0	0	0	0	0
981	AC016682.1	0	0	0	0	0	0	0
982	AC016683.5	0	0.0091712673	0	0	0	0.0039685685	0
983	AC016700.2	0	0	0	0	0	0	0
984	AC016700.5	0	0.0028184413	0.0031448407	0.0079045148	0	0	0
985	AC016710.1	0	0	0	0	0	0	0
986	AC016716.2	0	0	0	0	0	0	0
987	AC016722.3	0	0	0	0	0	0	0
988	AC016722.4	0	0.0028892316	0	0	0	0	0
989	AC016723.4	0	0	0	0	0	0	0
990	AC016730.1	0	0	0	0	0	0	0
991	AC016735.1	0	0	0	0	0	0	0
992	AC016735.2	0	0	0	0	0	0	0
993	AC016735.3	0	0	0	0	0	0	0
994	AC016738.3	0	0	0	0	0	0	0
995	AC016738.4	0	0	0	0	0	0	0
996	AC016745.1	0	0	0	0	0	0	0
997	AC016745.3	0	0	0	0	0	0	0
998	AC016751.2	0	0	0	0	0	0	0
999	AC016751.3	0	0	0	0	0	0	0
1000	AC016752.1	0	0	0	0	0	0	0
1001	AC016757.3	0.0036256599	0	0	0.0019820451	0	0.00390444	0.0023154147
1002	AC016768.1	0	0	0	0	0	0	0
1003	AC016831.7	0.0248562961	0.0149494612	0.0376868507	0.0038717559	0.0185568701	0.0251084718	0
1004	AC016885.1	0	0	0	0	0	0	0
1005	AC016903.1	0	0	0	0	0	0	0
