Rows	baseMean	baseSD	AvExpInCluster	AvExpInOtherClusters	foldChange	log2FoldChange	pval	padj	clusters	gene	cluster_1	cluster_2	cluster_3	cluster_4	cluster_5	cluster_6	cluster_7
EAF2	0.1302238094	0.6917273629	0.6730230927	0.0475929474	14.1412358211	3.8218362995	6.38E-11	1.48E-07	2	EAF2	0.0220559636	0.6730230927	0.0319124719	0.1502588708	0.0200265459	0.026213144	0.066751019
HLA.DQA2	0.2179959537	0.7063302362	1.1207621309	0.0805669819	13.910936032	3.7981475934	8.91E-36	2.11E-32	2	HLA.DQA2	0.0104476209	1.1207621309	0.0175557486	0.4064943204	0.0454410196	0.0279290756	0.0779245135
STAP1	0.0211393544	0.1901944056	0.1078467109	0.0079398093	13.5830354447	3.7637340142	2.65E-05	0.0592405255	2	STAP1	0.006081702	0.1078467109	0.0045692686	0.0062803899	0.0139716793	0	0.0163182353
RASGRP3	0.0180827726	0.1625148875	0.0919932877	0.0068313031	13.4664332949	3.7512958856	3.34E-05	0.0746558191	2	RASGRP3	0.0118468536	0.0919932877	0.0029119987	0.0068055426	0.0103308838	0	0.0019455915
TCF4	0.0328811506	0.2178879892	0.164937706	0.0127780529	12.9078903741	3.6901813252	1.47E-08	3.37E-05	2	TCF4	0.0074185846	0.164937706	0.0090943263	0.0189843277	0.0166257008	0	0.027372446
QRSL1	0.0889956933	0.4577977016	0.4462096994	0.0346166582	12.890028172	3.6881835117	1.48E-11	3.44E-08	2	QRSL1	0.0397956163	0.4462096994	0.0295210522	0.0484639611	0.0320903336	0.0396926734	0.0157273906
PPAPDC1B	0.1140127097	0.4587146815	0.5697918511	0.0446290084	12.7672980278	3.6743813314	1.01E-19	2.38E-16	2	PPAPDC1B	0.0498162628	0.5697918511	0.0528852578	0.0278210049	0.0289937798	0.067652828	0.0370544915
MARCH1	0.09931362	0.4170799842	0.4788466627	0.0415369363	11.5282133294	3.5270970328	6.90E-17	1.62E-13	2	MARCH1	0.0110679804	0.4788466627	0.0123866374	0.0914701477	0.023888844	0.018987667	0.1139584311
CXCR5	0.0212024194	0.1722252019	0.1018776599	0.0089211492	11.419791095	3.5134643543	1.08E-05	0.024344889	2	CXCR5	0.0059942921	0.1018776599	0.0203111604	0.0101429794	0.0073284932	0.0131640764	0.0037448979
MEF2C	0.0949261175	0.4227178257	0.4553307759	0.0400613664	11.3658324034	3.5066314421	8.58E-15	2.00E-11	2	MEF2C	0.01504533	0.4553307759	0.0030291032	0.1098157026	0.0350165328	0.0045034007	0.0916603432
IRF8	0.1753762364	1.0702586783	0.841098484	0.0740326921	11.3611765307	3.5060403388	3.40E-07	0.0007758775	2	IRF8	0.0258198783	0.841098484	0.0273413253	0.1826675361	0.0506934816	0.0267484008	0.1709351633
PDLIM1	0.1022293777	0.6123688551	0.4837337576	0.0441525955	10.9559529213	3.4536430667	5.66E-20	1.33E-16	2	PDLIM1	0.0065208142	0.4837337576	0.0193195367	0.1980988969	0.0894658816	0.0078759432	0.0085205617
CDCA7L	0.0466454357	0.2833371149	0.2203643471	0.0202000372	10.9091060158	3.4474609748	1.41E-08	3.23E-05	2	CDCA7L	0.0355667213	0.2203643471	0.0235129574	0.0125864597	0.0040304174	0.0084866132	0.0142100599
TLE1	0.0288901564	0.2266722872	0.1352441713	0.0126997814	10.6493306674	3.4126908518	8.36E-06	0.0188526054	2	TLE1	0.0016527586	0.1352441713	0.0037300152	0.0085619606	0.050741737	0.0294473577	0.0027929239
BTLA	0.0262438223	0.1877440912	0.1212456303	0.0117816048	10.2910963836	3.3633247859	2.17E-06	0.0049020578	2	BTLA	0.0159071746	0.1212456303	0.023419496	0.0134051041	0	0.0130074429	0.0022290616
BCL11A	0.0222033858	0.1759592986	0.1018311748	0.0100815701	10.1007257544	3.3363870517	1.70E-05	0.0381338398	2	BCL11A	0.0025092832	0.1018311748	0.0078155167	0.0216143318	0.0089213925	0	0.025864684
HVCN1	0.2111950598	1.3334462238	0.9658467538	0.0963136995	10.0281347165	3.3259813773	2.28E-26	5.38E-23	2	HVCN1	0.0365862026	0.9658467538	0.0244981968	0.122800421	0.2916058159	0.0411638276	0.1339063392
SEL1L3	0.0458751456	0.2736958597	0.2096093034	0.0209497357	10.0053435649	3.3226988024	1.56E-08	3.58E-05	2	SEL1L3	0.0196466351	0.2096093034	0.0349587265	0.004699715	0.0199119072	0.0366454614	0.015545757
BEND5	0.0177707212	0.146157415	0.0802155543	0.0082646836	9.7058228153	3.2788505232	3.43E-05	0.0765173461	2	BEND5	0.0108805107	0.0802155543	0.0110061406	0.0069417792	0.0035688056	0.016358528	0
CYB561A3	0.1227521923	0.4567923994	0.5537245733	0.0571448482	9.6898424003	3.2764732012	4.15E-19	9.73E-16	2	CYB561A3	0.0540628172	0.5537245733	0.0474408225	0.0558919252	0.0767766411	0.042037249	0.06679042
PLD4	0.0565467463	0.3392356352	0.2446440924	0.0279125046	8.7646771789	3.1317009545	5.86E-07	0.001332328	2	PLD4	0.0031144058	0.2446440924	0.0083313292	0.123054142	0.01751635	0.0096728954	0.0387050325
SMIM14	0.143713086	0.9286948094	0.6215354908	0.0709737173	8.7572627449	3.1304799975	2.01E-05	0.0451054235	2	SMIM14	0.0419205662	0.6215354908	0.028571602	0.1213403089	0.0841223735	0.0806055	0.1030437801
SNX22	0.0374967987	0.2415530616	0.1616903703	0.0185906907	8.6973836803	3.1205814792	1.72E-06	0.003900195	2	SNX22	0.0205177743	0.1616903703	0.0234798997	0.0189211794	0.0185667259	0.0139720848	0.0143192082
PLEKHF2	0.116644209	0.4630822881	0.4957805593	0.0589279142	8.4133396817	3.0726785931	7.80E-15	1.82E-11	2	PLEKHF2	0.0531326884	0.4957805593	0.070228166	0.0566035637	0.0639610997	0.056845717	0.061600532
CD1C	0.0345951973	0.2507068598	0.1454931765	0.0177130903	8.2138787952	3.0380636589	2.92E-05	0.0653060196	2	CD1C	0.0056734806	0.1454931765	0.0023529743	0.092175342	0.0070425475	0	0.0160529018
CD74	8.5052216648	13.2978324869	35.1273882868	4.4525033864	7.889356894	2.9799077028	6.78E-138	1.61E-134	2	CD74	1.3981274861	35.1273882868	1.8256512392	13.969945577	3.3126215294	2.1118863107	7.5919983836
GAPT	0.0829688559	0.3803797551	0.3402227798	0.0438068413	7.7664303076	2.9572516436	1.61E-11	3.73E-08	2	GAPT	0.0057675758	0.3402227798	0.0118345063	0.1183337178	0.0105643874	0	0.1414793097
HLA.DMB	0.3002481039	1.1595014276	1.2057842187	0.1623974617	7.4248957204	2.892370764	7.01E-12	1.63E-08	2	HLA.DMB	0.0373113787	1.2057842187	0.0367550523	0.4652596468	0.0827275885	0.0572434633	0.4031400127
TPD52	0.0975408022	0.3851656623	0.3894131761	0.0531087873	7.3323680635	2.8742792068	5.11E-14	1.19E-10	2	TPD52	0.0628810421	0.3894131761	0.0597401721	0.0210106647	0.0482876572	0.107745731	0.0185205963
HLA.DRA	5.7319464049	9.9257801982	22.5501022769	3.1717022039	7.1097791745	2.8298047513	2.79E-111	6.63E-108	2	HLA.DRA	0.3342555389	22.5501022769	0.5103516855	12.928348387	0.7518074145	0.317961234	7.0796323435
ITM2C	0.0823406883	0.4178072753	0.3101181733	0.0476659005	6.506080235	2.7017886142	1.55E-07	0.0003544709	2	ITM2C	0.0630767319	0.3101181733	0.067845922	0.029331403	0.009782683	0.1025111856	0.0069873657
GPR18	0.0524541814	0.2736935941	0.1950994298	0.0307391567	6.3469350135	2.6660600709	3.03E-08	6.94E-05	2	GPR18	0.0351826021	0.1950994298	0.047054439	0.0221576086	0.044241606	0.0333533805	0.0045051687
OPN3	0.0505494181	0.2747680193	0.1875225016	0.0296978726	6.3143412323	2.6586322272	6.60E-07	0.0014979682	2	OPN3	0.0280750525	0.1875225016	0.0337947484	0.0555547564	0.0200876234	0.0199707284	0.0243882554
CCDC50	0.0581684112	0.2713595201	0.2121854156	0.034722253	6.1109345469	2.6113930287	3.14E-09	7.24E-06	2	CCDC50	0.0099795682	0.2121854156	0.018416773	0.0860811845	0.017462224	0.0037107171	0.0912137083
ORAI2	0.0892957819	0.3533749913	0.3234277624	0.0536536431	6.0280671268	2.5916954825	2.37E-12	5.51E-09	2	ORAI2	0.0413972185	0.3234277624	0.0484290512	0.0407145678	0.0622215869	0.0676590039	0.0749697891
HLA.DMA	0.5801129934	1.8683865615	2.0591957633	0.354950787	5.8013556772	2.5363900727	3.88E-15	9.05E-12	2	HLA.DMA	0.0381854441	2.0591957633	0.0740654569	0.9574200001	0.1567167106	0.1027324369	1.0517367972
KDM4B	0.0336011303	0.2167913997	0.117103985	0.0208894097	5.6059020705	2.4869465421	4.29E-05	0.0956240528	2	KDM4B	0.0160473132	0.117103985	0.0072868815	0.019734037	0.047017293	0.0106781893	0.0282281931
IL4R	0.0794239555	0.3717961371	0.2764951323	0.0494236189	5.594392696	2.4839815267	8.21E-09	1.89E-05	2	IL4R	0.0528373793	0.2764951323	0.071643126	0.0406390473	0.0460806299	0.0419824348	0.0413234924
HLA.DPB1	2.6957836936	5.1483461212	9.3804476773	1.6781708037	5.589685899	2.482767216	1.03E-51	2.43E-48	2	HLA.DPB1	0.279092094	9.3804476773	0.4030415171	6.6500183257	1.272327819	0.4621133332	2.708849765
HHEX	0.0943918109	0.383369642	0.3237576878	0.0594752207	5.4435726964	2.4445538242	2.26E-10	5.23E-07	2	HHEX	0.0126143001	0.3237576878	0.0047184788	0.1771193657	0.0318944303	0.012377034	0.1557302375
ARHGAP24	0.0710679107	1.5295040436	0.2389343865	0.0455134341	5.249755183	2.3922501457	4.31E-05	0.0958905296	2	ARHGAP24	0.0053679416	0.2389343865	0	0.2865648922	0	0	0.0394572982
TMEM156	0.0329829868	0.2023357151	0.1089550758	0.0214176819	5.0871553914	2.3468591632	4.20E-05	0.0935532213	2	TMEM156	0.0248799833	0.1089550758	0.0437264501	0.001608664	0.0359075862	0.0201912942	0.0034282147
BCAS4	0.0631193932	0.2967437117	0.2083559766	0.0410098871	5.0806279062	2.3450068082	1.81E-07	0.0004138831	2	BCAS4	0.0531905245	0.2083559766	0.0673461806	0.0158240232	0.0526262807	0.0489965385	0.0026987615
RRAS2	0.047244309	0.267259469	0.1555383601	0.0307586005	5.0567437326	2.3382086669	8.92E-06	0.0200860201	2	RRAS2	0.0261145442	0.1555383601	0.023588974	0.0214822528	0.0922676157	0.0344216911	0.0020609852
TSPAN3	0.0668720726	0.2938371994	0.2175833213	0.0439291528	4.9530507014	2.3083173891	2.99E-09	6.89E-06	2	TSPAN3	0.0348346561	0.2175833213	0.0428830229	0.0500306809	0.080749122	0.0369454314	0.0344379109
CXXC5	0.094726706	0.3705945164	0.305111994	0.0626995493	4.8662549772	2.2828119152	6.23E-12	1.45E-08	2	CXXC5	0.0111467887	0.305111994	0.0220316455	0.0303624615	0.2086623218	0.0949550781	0.0828162722
HLA.DRB1	2.260705619	3.7868752438	7.0135869693	1.5371698754	4.5626622545	2.189875864	1.62E-78	3.86E-75	2	HLA.DRB1	0.1299883859	7.0135869693	0.3281522385	6.3398298229	0.7580754347	0.314020331	2.9603160582
HLA.DRB5	1.0029095555	1.9419965959	3.0981889241	0.6839431424	4.5298925188	2.1794768197	8.72E-45	2.06E-41	2	HLA.DRB5	0.0423836729	3.0981889241	0.126877754	2.7422472896	0.3685553679	0.1131065511	1.4168352205
METTL7A	0.0357868577	0.2196969926	0.109331738	0.0245910491	4.4459972999	2.1525070722	4.09E-05	0.0911273796	2	METTL7A	0.0036865457	0.109331738	0.0068909262	0.0673381984	0.0244950992	0.0033221808	0.0609232327
HLA.DPA1	2.3196721828	4.1898512109	6.9758160441	1.6108628811	4.3304840692	2.114528301	4.76E-52	1.13E-48	2	HLA.DPA1	0.2220989336	6.9758160441	0.3283255043	6.8561308404	0.9259102601	0.3080024716	2.6935745744
SNX2	0.2796395942	0.6440148253	0.8349014327	0.1951115453	4.2790980487	2.0973067364	2.14E-23	5.04E-20	2	SNX2	0.1239415373	0.8349014327	0.1485633506	0.4001870758	0.1573306986	0.1258468037	0.2897412579
STX7	0.153191017	0.532528824	0.4528252145	0.1075774121	4.2092964088	2.0735791045	1.18E-12	2.75E-09	2	STX7	0.0362668433	0.4528252145	0.0685366265	0.2577987111	0.1551581041	0.0351661064	0.1755759448
CD37	2.4389441733	3.7841060605	7.1111908294	1.7276835275	4.1160262954	2.041252199	1.74E-43	4.12E-40	2	CD37	1.5674631552	7.1111908294	1.4637819573	2.1047256108	1.6214010941	1.2202163447	2.387983557
PHACTR1	0.0581862425	0.5162558405	0.1686271785	0.0413737116	4.0757082689	2.02705079	2.45E-05	0.0548815097	2	PHACTR1	0.0051116905	0.1686271785	0	0.1336538947	0.0026770163	0.0019118211	0.1297530669
ZCCHC7	0.0769428634	0.3210271977	0.2223036304	0.0548144527	4.0555659952	2.0199032711	5.32E-07	0.001210956	2	ZCCHC7	0.0616642968	0.2223036304	0.0641817498	0.0466027995	0.0790671413	0.0480966216	0.0269013366
TMEM154	0.0839387316	0.3456762663	0.2419889808	0.0598785886	4.0413273993	2.014829233	3.40E-07	0.0007741333	2	TMEM154	0.0402724268	0.2419889808	0.0705872972	0.1009366504	0.0304909228	0.0436719217	0.0935002959
FAM3C	0.0590854221	0.2875441661	0.1680283806	0.0425009297	3.9535224686	1.9831386238	6.54E-06	0.0147396153	2	FAM3C	0.0322495878	0.1680283806	0.0293986508	0.0314348875	0.1020235276	0.0597221213	0.0223930622
IFT57	0.106037794	0.5026783283	0.2970933129	0.0769532268	3.8606998723	1.9488624047	3.28E-08	7.51E-05	2	IFT57	0.0625275517	0.2970933129	0.0998252908	0.1376630531	0.081067573	0.0685331742	0.0449587606
LY86	0.3020351337	0.8798429857	0.8410199132	0.2199849573	3.8230791942	1.9347350856	1.61E-20	3.79E-17	2	LY86	0.0216490895	0.8410199132	0.0243078959	0.5072086921	0.0068888283	0.0104251292	0.8455887372
NCF1	0.26412238	0.8098147817	0.7343381372	0.1925409786	3.8139316757	1.9312789989	3.25E-16	7.61E-13	2	NCF1	0.081437116	0.7343381372	0.0952837901	0.1777934495	0.0151934931	0.0652677543	0.7213620837
ADK	0.1411765279	0.4476795346	0.3915703007	0.1030588407	3.7994828775	1.9258030762	5.30E-10	1.22E-06	2	ADK	0.1185580517	0.3915703007	0.0957442748	0.156816046	0.0601950904	0.0752059183	0.0893292435
TRAF5	0.0537026666	0.2689768076	0.1432347427	0.0400731117	3.574335424	1.8376750266	3.60E-05	0.0802488203	2	TRAF5	0.0417325183	0.1432347427	0.0435175392	0.0102081997	0.0518460307	0.0865938215	0.015033648
RNASE6	0.1383200232	0.4797903753	0.3626911308	0.1041637916	3.4819309599	1.7998875973	3.07E-09	7.07E-06	2	RNASE6	0.012997033	0.3626911308	0.0124487772	0.1300083974	0.0286604564	0.0207328644	0.4482888521
FAIM3	0.2962107929	0.7742285379	0.7741891462	0.223447684	3.4647445535	1.7927489902	6.87E-15	1.60E-11	2	FAIM3	0.3165867884	0.7741891462	0.3498488021	0.0527533127	0.2570599232	0.2357020379	0.0452509526
KIAA1033	0.0655323894	0.2888791753	0.1707902159	0.0495088882	3.4496879652	1.7864658716	1.16E-05	0.0260294621	2	KIAA1033	0.0375069825	0.1707902159	0.0642352516	0.0710292251	0.0434991263	0.0749242191	0.0325019111
SYPL1	0.1770012726	0.4961025239	0.4578757634	0.1342434761	3.4107859592	1.7701042228	4.80E-12	1.12E-08	2	SYPL1	0.1756737145	0.4578757634	0.1563419796	0.0937305199	0.1086987545	0.1266927468	0.092894807
KIAA0040	0.0844555506	0.5822849188	0.2126619074	0.0649385724	3.2748164827	1.7114140618	1.16E-05	0.0261604173	2	KIAA0040	0.0908476502	0.2126619074	0.0801703892	0.0237316235	0.0243844039	0.050291624	0.0763886105
SNHG7	0.3697270745	0.853368133	0.9233585611	0.2854472157	3.2347786573	1.6936669979	5.82E-19	1.36E-15	2	SNHG7	0.3592239373	0.9233585611	0.341974386	0.1584522507	0.1982546592	0.2501579263	0.2895492548
YBX3	0.1331033782	0.4543360999	0.3295419572	0.1031993425	3.1932563642	1.6750283815	9.38E-08	0.0002142558	2	YBX3	0.0318025432	0.3295419572	0.0436649181	0.1980943653	0.0504448738	0.0163537469	0.3167010434
BIRC3	0.1827712924	0.6923638425	0.4456856672	0.1427475818	3.122194166	1.6425602598	1.85E-09	4.28E-06	2	BIRC3	0.242856963	0.4456856672	0.2361360961	0.0477592727	0.0440287894	0.1320842551	0.0349513397
GGA2	0.0684209156	0.3932566475	0.1656607113	0.0536180071	3.0896469364	1.6274419863	4.48E-05	0.0996600748	2	GGA2	0.0394959829	0.1656607113	0.0519333378	0.1084765454	0.0727181468	0.0420001603	0.033939801
MBD4	0.1131212372	0.4681785738	0.272943671	0.0887913129	3.0739907109	1.6201128054	1.52E-06	0.003441145	2	MBD4	0.1031678662	0.272943671	0.0824731374	0.0501172665	0.1278918335	0.0617191648	0.0838567788
PRKCB	0.1999561835	0.918772428	0.478475981	0.1575568443	3.03684669	1.6025740783	3.19E-06	0.0071979842	2	PRKCB	0.0990940214	0.478475981	0.0732088633	0.341469925	0.227336783	0.0622447231	0.2060772036
CD81	0.0659218716	0.3266553056	0.1565559532	0.0521245574	3.0034970304	1.5866432375	1.86E-05	0.0417541759	2	CD81	0.0272522825	0.1565559532	0.0278305924	0.0517633944	0.1284314653	0.0759636427	0.042995536
ALOX5	0.0928719146	0.3559693938	0.2158467595	0.0741513345	2.9108951432	1.5414628714	2.44E-06	0.0055263296	2	ALOX5	0.0288024392	0.2158467595	0.0269721515	0.2014806858	0.0067933091	0.0185062573	0.1913536601
LYL1	0.1414807266	0.5055443037	0.3252009726	0.1135128152	2.8648833361	1.5184763907	1.46E-05	0.0327015829	2	LYL1	0.0269626525	0.3252009726	0.0438988237	0.4138970164	0.0119523063	0.0078912529	0.2569455093
REL	0.1375717416	0.4675627937	0.309401762	0.1114138907	2.777048356	1.4735522986	6.56E-07	0.0014889173	2	REL	0.0651204793	0.309401762	0.0980385424	0.1603005245	0.1964245359	0.0861193977	0.127058326
ISG20	0.8660303665	1.4603794772	1.9176897641	0.7059352351	2.7165236537	1.4417616091	9.05E-20	2.13E-16	2	ISG20	0.7581383648	1.9176897641	1.2807157268	0.2456949933	0.96714233	0.9689807103	0.15331538
BLOC1S2	0.192350321	0.507862025	0.4150727692	0.1584450665	2.6196635745	1.3893815482	5.60E-08	0.0001280834	2	BLOC1S2	0.1326860919	0.4150727692	0.1488535089	0.2098257179	0.1477420515	0.1570538859	0.1858759787
SMARCB1	0.1505034409	0.658557044	0.3153827097	0.1254037097	2.5149392338	1.3305235419	8.37E-07	0.0018980947	2	SMARCB1	0.1055121812	0.3153827097	0.1091845428	0.125394561	0.1710608691	0.1109716612	0.1513604827
FAM26F	0.3673682228	0.8535507791	0.7417744773	0.3103719951	2.3899529888	1.2569822402	5.23E-10	1.21E-06	2	FAM26F	0.0756244069	0.7417744773	0.081464865	1.1486195649	0.0973606141	0.0773699183	0.6237355768
PPM1K	0.1535198257	0.4715691489	0.3077918864	0.1300348401	2.3669955393	1.2430569873	2.87E-06	0.006487487	2	PPM1K	0.1558970044	0.3077918864	0.1270251862	0.0463494924	0.191328291	0.2101126569	0.0411169748
CXCR4	1.6695607231	2.4642792766	3.3308328371	1.4166636559	2.3511811171	1.2333856775	1.18E-22	2.77E-19	2	CXCR4	1.8479874576	3.3308328371	1.955734858	0.5047251895	1.4617673221	2.2180766726	0.272613307
CHPT1	0.1327706706	0.4153512234	0.2635326547	0.1128646468	2.3349442193	1.2233880851	1.96E-05	0.0440037569	2	CHPT1	0.0779048253	0.2635326547	0.0912255342	0.1590837491	0.0677761203	0.1003453678	0.2056623017
SEC62	0.2900124449	0.652826947	0.5730923388	0.2469189178	2.3209737994	1.2147302368	3.15E-09	7.26E-06	2	SEC62	0.288588056	0.5730923388	0.2658275883	0.1756445052	0.3108005955	0.2325470818	0.1668130387
RCSD1	0.2775981995	0.6681230507	0.5387416335	0.2378440809	2.2651042289	1.1795774375	4.04E-09	9.29E-06	2	RCSD1	0.1925142825	0.5387416335	0.2789502017	0.2268501475	0.3166009239	0.2470022573	0.2386973969
NT5C	0.1761413792	0.9665364195	0.3366275381	0.1517104154	2.2188821863	1.1498330682	3.44E-05	0.0768382735	2	NT5C	0.1131334317	0.3366275381	0.1000884643	0.1460818305	0.3503897136	0.1587608225	0.1107394051
TMEM243	0.2416119767	0.5486267916	0.4544091565	0.2092176553	2.171944599	1.118987304	8.11E-08	0.0001854119	2	TMEM243	0.250368506	0.4544091565	0.2933390697	0.140960945	0.2003177846	0.1858142439	0.1435036085
POLD4	0.4927402079	0.965074475	0.918463766	0.4279318972	2.1462848925	1.1018415885	1.48E-06	0.0033503363	2	POLD4	0.3238992642	0.918463766	0.3451467158	0.7260276409	0.4220337589	0.2930253218	0.564046584
LAPTM5	2.064516667	2.4657614975	3.8299765389	1.7957589962	2.1327898382	1.0927418117	1.24E-16	2.91E-13	2	LAPTM5	1.58599396	3.8299765389	1.9168000175	2.0912147758	1.6210726028	1.7118860071	2.0897217087
PAPOLA	0.2747061155	0.6398218968	0.509372169	0.2389826743	2.1314188174	1.0918141062	2.82E-06	0.0063688009	2	PAPOLA	0.2269605611	0.509372169	0.2361350267	0.2483292897	0.3321740118	0.2272418393	0.1938632043
DCK	0.2332394597	0.6721554473	0.4320260373	0.2029779859	2.1284378961	1.0897949955	1.21E-05	0.02727198	2	DCK	0.2072897292	0.4320260373	0.2681234796	0.1252463509	0.3272603835	0.2362950534	0.0874941636
GLO1	0.162271375	0.4707517159	0.2999181336	0.1413172753	2.1223033986	1.0856309147	1.87E-05	0.0419371263	2	GLO1	0.111126154	0.2999181336	0.1851789336	0.1092213948	0.2760141544	0.1978144882	0.0495213423
EZR	0.2503350711	0.6021442092	0.4606628895	0.2183166631	2.1100674725	1.0772891319	1.89E-06	0.0042739715	2	EZR	0.1803094151	0.4606628895	0.2535236304	0.2340499929	0.3190857485	0.2473511263	0.1571610305
POU2F2	0.2088835824	0.6922053696	0.3825290581	0.1824493629	2.0966313719	1.0680732302	8.41E-06	0.0189468881	2	POU2F2	0.0430261288	0.3825290581	0.1276507273	0.5857936094	0.0468734676	0.0497602367	0.3858217538
RNASEH2B	0.2113059029	1.0154035534	0.3851823189	0.1848365272	2.0839080064	1.0592915916	1.53E-05	0.0343045584	2	RNASEH2B	0.1542371578	0.3851823189	0.2186397133	0.1304757229	0.2186495272	0.1808994124	0.2394145116
SYNGR2	0.156839725	0.4843114405	0.2844614169	0.1374117508	2.0701389451	1.0497276028	2.46E-05	0.0549578165	2	SYNGR2	0.053928923	0.2844614169	0.0909945668	0.3176429073	0.0978971403	0.0992658162	0.2545392159
SPINT2	0.1928951939	0.601496977	0.3477225642	0.1693256729	2.053572611	1.0381359596	3.66E-06	0.0082691883	2	SPINT2	0.1415685535	0.3477225642	0.1672604161	0.3501984835	0.0135803656	0.1041601344	0.2531416482
RBM23	0.1830103832	0.501111287	0.3284560752	0.1608690443	2.0417605926	1.0298137124	2.89E-05	0.0646738715	2	RBM23	0.1617099098	0.3284560752	0.2297778202	0.1139056496	0.2331019359	0.1650361523	0.0868614958
CMTM8.1	0.0422539056	0.212898791	0.1273226186	0.032256437	3.9472003302	1.9808297415	3.95E-05	0.0688270769	3	CMTM8	0.0771526314	0.0050409454	0.1273226186	0.0039940388	0.0168310431	0.0255299461	0.0068130672
CD40LG.1	0.127733631	0.4738799058	0.2804873713	0.1097816641	2.554956455	1.353298703	2.74E-06	0.0047848625	3	CD40LG	0.2176425682	0.0268153503	0.2804873713	0.0119414282	0.0277814018	0.2333876017	0.0226995618
TRAT1.1	0.216328986	0.5386377597	0.4325272953	0.1909208691	2.2654793968	1.1798163704	3.08E-08	5.39E-05	3	TRAT1	0.3807396856	0.0320601964	0.4325272953	0.0349526361	0.1070814084	0.3647675355	0.0212171746
ITM2A	0.1740881815	1.1328053229	0.3442905776	0.1540856088	2.2344109889	1.159894574	3.64E-05	0.0634105328	3	ITM2A	0.3116748609	0.0321551581	0.3442905776	0.0125566566	0.2030404371	0.1665751372	0.0158303976
CD27.1	0.3499646757	1.0950673028	0.6877982718	0.3102617032	2.216832644	1.1484998605	4.99E-10	8.74E-07	3	CD27	0.5443904427	0.1767610422	0.6877982718	0.0313218289	0.2790464084	0.576082404	0.0185713875
CD3D	1.546381385	2.3466099835	2.9632205027	1.3798712298	2.1474616171	1.1026323454	3.10E-17	5.44E-14	3	CD3D	2.3914774364	0.0846383805	2.9632205027	0.0560033019	2.1728140178	2.5530367248	0.1268948758
SPOCK2	0.2775186464	0.6817509732	0.5242855707	0.2485180363	2.1096479699	1.0770022812	2.93E-07	0.0005120656	3	SPOCK2	0.3996480768	0.1212610431	0.5242855707	0.0336217452	0.304229656	0.4746616134	0.026717187
